Supplier_Name,PWSID,Stage_Invoked,Mandatory_Restrictions,Reporting_Month,Production_Reported,2013_Production_Reported,CII_Reported,Agriculture_Reported,2013_Agriculture_Reported,Recycled_Reported,Units,Qualification,Population_Served,R_GPCD_Reported,Enforcement_Actions,Implementation,Conservation_Standard,Ag_Cert,Production_Calculated,2013_Production_Calculated,CII_Calculated,R_GPCD_Calculated,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,Watering_Days_Per_Week,Complaints,Follow_Ups,Warnings,Penalties_Rate,Penalties_Other,Enforcement_Comments
"Windsor, Town of",CA4910017,Normal Conditions - no shortage stage invoked,No,7/15/2018,432.305,445.639,67.389,NA,NA,98.883,AF,NA,28209,108,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had sixteen contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,NULL,No,140867201.1,145212104.1,21958801.81,107.9282919,67,No Correction,North Coast,7,0,16,0,0,0,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had sixteen contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal Conditions - no shortage stage invoked,No,6/15/2018,402.094,426.194,50.292,NA,NA,75.708,AF,Updated June report to correct found error in total production.,28209,105,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had thirteen contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,NULL,No,131022903.7,138875923.1,16387719.97,105.2803178,68,No Correction,North Coast,7,0,13,9,0,0,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had thirteen contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal conditions - no shortage stage invoked,No,5/15/2018,335.967,425.259,51.015,NA,NA,54.84,AF,The Windsor water service district population has been updated based on recently released California Department of Finance statistics for 2018.,28209,85,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had nine contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,NULL,No,109475326.4,138571252,16623310.55,85.12865596,68,No Correction,North Coast,7,0,9,9,0,0,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had nine contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal Conditions - no shortage stage invoked,No,4/15/2018,209.896,296.19,54.005,NA,NA,19.16,AF,NA,27517,59,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 6 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,NULL,No,68394911.12,96513934.16,17597606.32,58.82471066,71,No Correction,North Coast,7,0,6,5,0,0,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 6 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal conditions - no shortage stage invoked,No,3/15/2018,191.845,232.478,39.32,NA,NA,1.479,AF,NA,27517,52,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 23 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,NULL,No,62512967.01,75753288.05,12812478.11,52.03142055,71,No Correction,North Coast,7,0,23,17,0,0,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 23 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal conditions - no shortage stage invoked,No,2/15/2018,191.521,187.746,42.063,NA,NA,8.365,AF,NA,27517,57,"The Town received one notification from customers about leaks, water waste, or violations of conservation rules this month. The Town had 7 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,NULL,No,62407391.15,61177302.01,13706288.57,57.50892658,71,No Correction,North Coast,7,1,7,7,0,0,"The Town received one notification from customers about leaks, water waste, or violations of conservation rules this month. The Town had 7 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal conditions - no shortage stage invoked,No,1/15/2018,202.971,198.174,38.876,NA,NA,0.62,AF,NA,27517,54,"The Town received one notification from customers about leaks, water waste, or violations of conservation rules this month. The Town had 24 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,NULL,No,66138389.99,64575280.69,12667800.08,54.27363142,70,No Correction,North Coast,7,1,24,17,0,0,"The Town received one notification from customers about leaks, water waste, or violations of conservation rules this month. The Town had 24 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal conditions - no shortage stage invoked,No,12/15/2017,195.734,219.389,8.847,NA,NA,1.088,AF,NA,27517,53,"The Town received one notification from customers about leaks, water waste, or violations of conservation rules this month. The Town had 19 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,NULL,No,63780203.21,71488218.72,2882807.575,53.08617931,71,No Correction,North Coast,7,1,19,15,0,0,"The Town received one notification from customers about leaks, water waste, or violations of conservation rules this month. The Town had 19 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal conditions - no shortage stage invoked,No,11/15/2017,212.771,274.15,40.952,NA,NA,6.011,AF,NA,27517,58,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 24 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,NULL,No,69331733.97,89332168.71,13344267.64,57.95071706,69,No Correction,North Coast,7,0,24,17,0,0,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 24 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal conditions - no shortage stage invoked,No,10/15/2017,363.077,365.495,60.589,NA,NA,56.529,AF,NA,27517,94,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 17 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,NULL,No,118309158.6,119097067.3,19743012.11,92.92453373,67,No Correction,North Coast,7,0,17,12,0,0,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 17 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal conditions - no shortage stage invoked,No,9/15/2017,394.444,403.506,53.775,NA,NA,55.399,AF,NA,27517,103,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 12 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,NULL,No,128530140.3,131483005.9,17522660.49,102.7605875,66,No Correction,North Coast,7,0,12,7,0,0,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 12 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal conditions - no shortage stage invoked,No,8/15/2017,406.643,432.887,51.917,NA,NA,65.822,AF,NA,27517,103,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 34 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,NULL,No,132505201.8,141056846.7,16917228.54,102.5212956,66,No Correction,North Coast,7,0,34,19,0,0,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 34 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal conditions - no shortage stage invoked,No,7/15/2017,433.66,445.639,63.1,NA,NA,98.678,AF,NA,27517,113,"The Town received three notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had seven contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,NULL,No,141308729.8,145212104.1,20561225.04,112.6458322,68,No Correction,North Coast,7,3,7,7,0,0,"The Town received three notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had seven contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal conditions - no shortage stage invoked,No,6/15/2017,377.959,426.194,47.96,NA,NA,63.53,AF,This is a revised report for June 2017.  The revision was made to reflect a population update based on newly released California Department of Finance statistics for 2017.  The updated population figure was then utilized to calculate a revised Residential GPCD for June 2017 and will continue to be used until the next DOF population statistics are released in 2018.  The update did not result in a significant change to the RGPCD number previously reported.,27517,102,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had six contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations. One penalty was assessed for water waste.",NA,NULL,No,123158479.5,138875923.1,15627834.44,101.4497293,68,No Correction,North Coast,7,0,6,6,0,1,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had six contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations. One penalty was assessed for water waste."
"Windsor, Town of",CA4910017,Normal Conditions - No Shortage Stage Invoked,No,5/15/2017,321.597,425.259,59.443,NA,NA,66.322,AF,NA,27183,86,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 33 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,NULL,No,104792841.4,138571252,19369586.38,85.80678454,69,No Correction,North Coast,7,0,33,32,0,0,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 33 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal Conditions - No Shortage Stage Invoked,No,4/15/2017,191.284,296.19,40.43,NA,NA,4.583,AF,NA,27183,54,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 20 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,0,No,62330164.36,96513934.16,13174173.19,54.26727084,71,No Correction,North Coast,7,0,20,19,0,0,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 20 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal Conditions - No Shortage Stage Invoked,No,3/15/2017,174.816,232.478,37.839,NA,NA,0.974,AF,NA,27183,48,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 31 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,0,No,56964043.06,75753288.05,12329892.15,48.67144314,72,No Correction,North Coast,7,0,31,22,0,0,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 31 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal Conditions - No Shortage Stage Invoked,No,2/15/2017,157.293,187.746,35.357,NA,NA,0.447,AF,NA,27183,49,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had four contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,0,No,51254148.51,61177302.01,11521128.9,48.48485519,72,No Correction,North Coast,7,0,4,2,0,0,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had four contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal Conditions - No Shortage Stage Invoked,No,1/15/2017,173.546,198.174,63.714,NA,NA,0.519,AF,NA,27183,39,"The Town received one notification from customers about leaks, water waste, or violations of conservation rules this month. The Town had 16 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,0,No,56550211.75,64575280.69,20761297.82,39.59379846,59,No Correction,North Coast,7,1,16,16,0,0,"The Town received one notification from customers about leaks, water waste, or violations of conservation rules this month. The Town had 16 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal Conditions - No Shortage Stage Invoked,No,12/15/2016,159.746,219.389,45.754,NA,NA,0.977,AF,NA,27183,44,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had six contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,0,No,52053462.06,71488218.72,14909006.19,44.47572508,72,No Correction,North Coast,7,0,6,6,0,0,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had six contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal Conditions - No Shortage Stage Invoked,No,11/15/2016,172.828,274.15,36.191,NA,NA,1.558,AF,NA,27183,49,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had nine contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,0,No,56316250.43,89332168.71,11792888.99,49.03130364,71,No Correction,North Coast,7,0,9,9,0,0,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had nine contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal Conditions - No Shortage Stage Invoked,No,10/15/2016,269.779,365.495,57.096,NA,NA,23.546,AF,NA,27183,69,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 12 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,0,No,87907872.12,119097067.3,18604813.08,69.89457871,67,No Correction,North Coast,7,0,12,9,0,0,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had 12 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal Conditions - No Shortage Stage Invoked,No,9/15/2016,357.501,403.506,48.329,NA,NA,84.658,AF,NA,27183,95,NA,NA,0,No,116492211,131483005.9,15748073.62,94.28056661,66,No Correction,North Coast,7,3,28,18,0,0,NA
"Windsor, Town of",CA4910017,Normal Conditions - No Shortage Stage Invoked,No,8/15/2016,377.058,432.887,59.86,NA,NA,82.863,AF,NA,27183,99,"The Town received no notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had seven contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,0,No,122864887.4,141056846.7,19505466.42,99.14655318,68,No Correction,North Coast,7,0,7,5,0,0,"The Town received no notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had seven contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Normal Conditions - No Shortage Stage Invoked,No,7/15/2016,387.378,445.639,46.103,NA,NA,107.796,AF,"The population reported for July 2016 has been adjusted for calendar year 2016 based on the California Department of Finance's recently released schedule E-5 population projections for Windsor.   The resultant change is a slight lowering of Windsor's reported service area population to 27,183, down from 27,486 in 2015.",27183,109,"The Town received one notification from customers about leaks, water waste, or violations of conservation rules this month. The Town had 31 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.","Pursuant to the updated regulation and based on the results of the Town's water supply reliability analysis that demonstrated a conservation target of zero percent, the Windsor Town Council, acting as the Board of the Windsor Water District, adopted a resolution on June 15, 2016 rescinding the Stage 2 Water Shortage Emergency Declaration for the Windsor Water District service area.",0,No,126227674.1,145212104.1,15022728.34,109.3498926,73,No Correction,North Coast,7,1,31,14,0,0,"The Town received one notification from customers about leaks, water waste, or violations of conservation rules this month. The Town had 31 contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,6/15/2016,349.834,426.194,43.529,NA,NA,66.453,AF,NA,27486,95,"The Town received two notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had sixteen contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,0,No,113993908.1,138875923.1,14183986.77,95.38892115,69,No Correction,North Coast,3,2,16,6,0,0,"The Town received two notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had sixteen contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,5/15/2016,283.602,425.259,51.306,NA,NA,63.587,AF,NA,27486,77,"The Town received one notification from customers about leaks, water waste, or violations of conservation rules this month. The Town had twenty two contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,0.16,No,92412116.4,138571252,16718133.31,77.00413189,71,No Correction,North Coast,3,1,22,8,0,0,"The Town received one notification from customers about leaks, water waste, or violations of conservation rules this month. The Town had twenty two contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,4/15/2016,210.808,296.19,36.276,NA,NA,20.02,AF,NA,28234,64,"The Town received six notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had fourteen contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,0.16,No,68692087.62,96513934.16,11820586.37,61.63489244,76,No Correction,North Coast,3,6,14,12,0,0,"The Town received six notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had fourteen contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,3/15/2016,174.314,232.478,37.977,NA,NA,4.054,AF,NA,27486,48,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had three contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,0.16,No,56800465.65,75753288.05,12374859.64,48.66329594,73,No Correction,North Coast,3,0,3,2,0,0,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules this month. The Town had three contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,2/15/2016,164.813,187.746,43.57,NA,NA,1.07,AF,NA,27486,52,"The Town received one notification from customers about leaks, water waste, or violations of conservation rules this month. The Town had two contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,0.16,No,51852670.16,61177302.01,13707783,51.87908133,77,No Correction,North Coast,3,1,2,1,0,0,"The Town received one notification from customers about leaks, water waste, or violations of conservation rules this month. The Town had two contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,1/15/2016,169.753,198.174,40.47,NA,NA,0.58,AF,NA,27486,53,NA,NA,0.16,No,55314257.29,64575280.69,13187207.25,47.39000009,73,No Correction,North Coast,3,0,11,10,0,0,NA
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,12/15/2015,171.791,219.389,32.78,NA,NA,1.168,AF,NA,27486,48,NA,NA,0.16,No,55978342.5,71488218.72,10681409.78,47.95894922,73,No Correction,North Coast,3,6,18,16,0,0,NA
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,11/15/2015,202.146,274.15,44.257,NA,NA,11.911,AF,NA,28234,57,"The Town received four notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had twenty one contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,0.16,No,65869562.56,89332168.71,14421206.6,55.21403204,71,No Correction,North Coast,3,4,21,13,0,0,"The Town received four notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had twenty one contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,10/15/2015,304.136,365.495,42.091,0,0,41.677,AF,NA,27486,78,"The Town received ten notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had seventeen contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,0.16,No,99103149.6,119097067.3,13715412.41,77.92719136,67,No Correction,North Coast,3,10,17,15,0,0,"The Town received ten notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had seventeen contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,9/15/2015,307.668,403.506,45.728,0,0,55.855,AF,NA,27486,80,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had eleven contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,0.16,No,100254056.8,131483005.9,14900534.05,79.02827736,65,No Correction,North Coast,3,0,11,9,0,0,"The Town received zero notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had eleven contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,8/15/2015,332.245,432.887,66.65,NA,NA,83.289,AF,NA,27486,85,"The Town received 11 notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had additional contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,0.16,No,108262507.4,141056846.7,21717997.61,85.12941478,67,No Correction,North Coast,3,11,14,9,0,0,"The Town received 11 notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had additional contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,7/15/2015,325.204,445.639,41.156,0,0,69.001,AF,NA,27486,89,"The Town received 13 notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had additional contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,0.16,No,105968187.5,145212104.1,13410741.33,88.29998275,71,No Correction,North Coast,3,13,36,24,0,0,"The Town received 13 notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had additional contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,6/15/2015,308.578,426.194,50.311,0,0,84.022,AF,"Revised population based on recently released and updated DOF population figures for 2015, plus additional population served outside Windsor's jurisdictional boundary.",27486,87,"The Town received 16 notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had additional contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,0.16,No,100550581.6,138875923.1,16393911.14,86.57851629,71,No Correction,North Coast,3,16,51,41,0,0,"The Town received 16 notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had additional contacts/follow-ups as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
"Windsor, Town of",CA4910017,Stage 2 Mandatory 20%,Yes,5/15/2015,283.035,425.259,42.028,0,0,59.508,AF,NA,27391,75,"The Town received 30 notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had additional contacts as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations.",NA,NULL,No,92227358.64,138571252,13694883.77,74.944416,69,No Correction,North Coast,3,30,62,34,0,0,"The Town received 30 notifications from customers about leaks, water waste, or violations of conservation rules, all of which receive follow up in one or more of the following ways: field visit; door tag; phone call; or written letter. The Town had additional contacts as a part of regular monthly notifications to customers with higher than average water use, or by field staff in the course of duty to respond to observed leaks, water waste, or rule violations."
